date	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
1988-02-06	6.844018083	7.358876998	6.757523997	6.787	7.06879801	6.792125564	7.009534116	7.0948574	6.801471456	6.089851504	6.770748679	7.095	6.831162043	7.094793348	7.095	7.095	6.48330991	5.801795492	5.269563905	6.847072261	5.39386044	7.15	5.542798395	5.791224741	5.87136545	4.822304156	4.916943343	7.15	7.15	7.15	4.934767426	5.868299928	4.928749865	4.081	5.75360861	4.301947954	4.236405702	5.163049656	4.081	4.081	4.600882272	4.364409282	4.49765808	4.081	4.375034467	4.29	0
1988-02-07	8.49403714	9.084775301	8.344725767	8.437	8.75889679	8.395932357	8.652061351	8.78874332	8.392964455	7.505654695	8.3692023	8.789	7.585400984	8.788628026	8.789	8.789	7.937243157	7.181192725	6.454664347	6.576404042	6.620804484	6.6	6.804979017	7.296519027	7.281092521	5.913695424	6.473109038	6.6	6.6	6.6	6.047854928	6.106812531	6.614867981	5.929	5.955511666	5.294223754	5.937562888	6.804427109	5.929	5.929	6.349608292	5.443037917	6.26609523	5.929	5.381231508	5.28	0
1988-02-08	46.64499275	48.72953822	45.04483377	46.618	47.53988706	45.37623179	46.34605504	47.627148	45.08982766	40.76028249	45.25574811	47.63	38.72446476	47.62586695	47.63	47.63	42.69294689	38.53567787	34.6403397	30.64844007	35.68742113	29.92	36.58124126	38.40371981	38.79874092	31.52281038	33.38167171	29.92	29.92	29.92	32.24432475	29.90072739	33.54407587	28.743	29.06068222	28.23548072	29.35070966	34.87098976	28.743	28.743	31.68725794	28.78792264	31.10266661	28.743	28.69720187	28.16	0
1988-02-09	23.8932828	25.07920958	23.17199719	23.848	24.41998495	23.33938308	23.88285407	24.4737166	23.21940898	20.93588088	23.26530291	24.475	18.93185445	24.47314013	24.475	24.475	21.86392756	19.82072454	17.81680149	13.56029498	18.3461106	12.76	18.8130032	19.77379332	19.97931477	16.24365155	17.09395066	12.76	12.76	12.76	16.61248753	14.06874586	17.18602974	14.63	13.61931778	14.55868861	14.97859843	17.89246128	14.63	14.63	16.19748426	14.82619059	15.88625552	14.63	14.7953497	14.52	0
1988-02-10	13.24168128	14.04635195	12.89086556	13.189	13.61104752	12.9887997	13.36395427	13.65040108	12.98119749	11.66720407	12.98595906	13.651	11.63540923	13.65013206	13.651	13.651	12.30489763	11.07006435	9.989236585	10.00053073	10.26256843	10.01	10.5374223	11.05830863	11.17434872	9.120115589	9.541960456	10.01	10.01	10.01	9.328884544	9.332202079	9.595156805	8.151	9.09697486	8.161999407	8.359353416	9.994290621	8.151	8.151	9.036628603	8.309833409	8.860784367	8.151	8.296571399	8.14	0
1988-02-11	6.119774148	6.612398453	6.070838226	6.061	6.373160759	6.116214823	6.350971186	6.40194296	6.152722802	5.474808411	6.108732946	6.402	4.789265234	6.401917339	6.402	6.402	5.729319909	5.220295941	4.732992668	3.158971303	4.842656883	2.86	4.983137627	5.258003426	5.287937852	4.331608522	4.583817447	2.86	2.86	2.86	4.433223675	3.47247008	4.639447138	4.026	3.34336625	3.860810053	4.094854051	4.808990706	4.026	4.026	4.402196225	3.94760007	4.327501324	4.026	3.926935946	3.85	0
1988-02-12	8.49403714	9.084775301	8.344725767	8.437	8.75889679	8.395683386	8.652061351	8.78874332	8.392964455	7.505654695	8.3692023	8.789	6.539936702	8.788628026	8.789	8.789	7.849792749	7.130390209	6.454664347	4.266908176	6.620804484	3.85	6.804979017	7.109910259	7.207865481	5.913695424	6.034793664	3.85	3.85	3.85	6.047854928	4.718971135	6.048712145	5.005	4.548195695	5.294223754	5.195153926	6.337171688	5.005	5.005	5.645056063	5.3664105	5.517971003	5.005	5.381231508	5.28	0
1988-02-13	0.216679559	0.465219161	0.400279904	0.154	0.376275279	0.404204014	0.543964306	0.396399281	0.502744345	0.367089424	0.420663478	0.396	0.38947933	0.396578627	0.396	0.396	0.407660514	0.38995655	0.439564896	0.347312353	0.400878662	0.33	0.432697981	0.419828062	0.421559029	0.414492723	0.372016753	0.33	0.33	0.33	0.430650307	0.351419821	0.379340446	0.341	0.33	0.331896501	0.356986065	0.389936919	0.341	0.341	0.364512265	0.345474402	0.359843833	0.341	0.343497534	0.33	0
1988-02-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988-02-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
